StoreId,Name,Latitude,Longitude,Address,Street,City,State,Zip_Code,County,Phone,Open Hours,Url,Provider,Updated Date,Country
452,Trader Joe'S Austin - Seaholm (452),30.2674894,-97.7526582,"211 Walter Seaholm Dr, Ste 100 Austin TX 78701","211 Walter Seaholm Dr, Ste 100",Austin,TX,78701,Travis,512-474-2263,Monday :- 09:00 - 22:00 | Tuesday :- 09:00 - 22:00 | Wednesday :- 09:00 - 22:00 | Thursday :- 09:00 - 22:00 | Friday :- 09:00 - 22:00 | Saturday :- 09:00 - 22:00 | Sunday :- 09:00 - 22:00,https://locations.traderjoes.com/tx/austin/452,Trader Joes,1/21/2020,USA
192,Trader Joe'S Sunset Blvd (192),34.09799,-118.36506,8000 W Sunset Blvd Los Angeles CA 90046,8000 W Sunset Blvd,Los Angeles,CA,90046,Los Angeles,323-822-7663,Monday :- 09:00 - 22:00 | Tuesday :- 09:00 - 22:00 | Wednesday :- 09:00 - 22:00 | Thursday :- 09:00 - 22:00 | Friday :- 09:00 - 22:00 | Saturday :- 09:00 - 22:00 | Sunday :- 09:00 - 22:00,https://locations.traderjoes.com/ca/los-angeles/192,Trader Joes,1/21/2020,USA
510,Trader Joe'S Boston - Back Bay (510),42.34836,-71.08373,899 Boylston St Boston MA 02115,899 Boylston St,Boston,MA,02115,Suffolk,617-262-6505,Monday :- 09:00 - 22:00 | Tuesday :- 09:00 - 22:00 | Wednesday :- 09:00 - 22:00 | Thursday :- 09:00 - 22:00 | Friday :- 09:00 - 22:00 | Saturday :- 09:00 - 22:00 | Sunday :- 09:00 - 22:00,https://locations.traderjoes.com/ma/boston/510,Trader Joes,1/21/2020,USA
645,Trader Joe'S Bethesda (645),38.97804071,-77.09103321,6831 Wisconsin Ave Bethesda MD 20815,6831 Wisconsin Ave,Bethesda,MD,20815,Montgomery,301-907-0982,Monday :- 08:00 - 21:00 | Tuesday :- 08:00 - 21:00 | Wednesday :- 08:00 - 21:00 | Thursday :- 08:00 - 21:00 | Friday :- 08:00 - 21:00 | Saturday :- 08:00 - 21:00 | Sunday :- 08:00 - 21:00,https://locations.traderjoes.com/md/bethesda/645,Trader Joes,1/21/2020,USA
6,Trader Joe'S Santa Monica (6),34.0264375,-118.45622,3212 Pico Blvd Santa Monica CA 90405,3212 Pico Blvd,Santa Monica,CA,90405,Los Angeles,310-581-0253,Monday :- 08:00 - 21:00 | Tuesday :- 08:00 - 21:00 | Wednesday :- 08:00 - 21:00 | Thursday :- 08:00 - 21:00 | Friday :- 08:00 - 21:00 | Saturday :- 08:00 - 21:00 | Sunday :- 08:00 - 21:00,https://locations.traderjoes.com/ca/santa-monica/6,Trader Joes,1/21/2020,USA
453,Trader Joe'S Austin - Rollingwood (453),30.27117959,-97.78888488,2805 Bee Cave Rd Austin TX 78746,2805 Bee Cave Rd,Austin,TX,78746,Travis,512-306-1032,Monday :- 09:00 - 21:00 | Tuesday :- 09:00 - 21:00 | Wednesday :- 09:00 - 21:00 | Thursday :- 09:00 - 21:00 | Friday :- 09:00 - 21:00 | Saturday :- 09:00 - 21:00 | Sunday :- 09:00 - 21:00,https://locations.traderjoes.com/tx/austin/453,Trader Joes,1/21/2020,USA
140,Trader Joe'S Redmond (140),47.67485,-122.1277,15932 Redmond Way Redmond WA 98052,15932 Redmond Way,Redmond,WA,98052,King,425-883-1624,Monday :- 08:00 - 21:00 | Tuesday :- 08:00 - 21:00 | Wednesday :- 08:00 - 21:00 | Thursday :- 08:00 - 21:00 | Friday :- 08:00 - 21:00 | Saturday :- 08:00 - 21:00 | Sunday :- 08:00 - 21:00,https://locations.traderjoes.com/wa/redmond/140,Trader Joes,1/21/2020,USA
766,Trader Joe'S Tampa (766),27.9375525,-82.506425,3808 W Swann Ave Tampa FL 33609,3808 W Swann Ave,Tampa,FL,33609,Hillsborough,813-872-6846,Monday :- 08:00 - 21:00 | Tuesday :- 08:00 - 21:00 | Wednesday :- 08:00 - 21:00 | Thursday :- 08:00 - 21:00 | Friday :- 08:00 - 21:00 | Saturday :- 08:00 - 21:00 | Sunday :- 08:00 - 21:00,https://locations.traderjoes.com/fl/tampa/766,Trader Joes,1/21/2020,USA
406,Trader Joe'S Southlake (406),32.94097184,-97.12908837,1492 E Southlake Blvd Southlake TX 76092,1492 E Southlake Blvd,Southlake,TX,76092,Tarrant,817-251-0360,Monday :- 08:00 - 21:00 | Tuesday :- 08:00 - 21:00 | Wednesday :- 08:00 - 21:00 | Thursday :- 08:00 - 21:00 | Friday :- 08:00 - 21:00 | Saturday :- 08:00 - 21:00 | Sunday :- 08:00 - 21:00,https://locations.traderjoes.com/tx/southlake/406,Trader Joes,1/21/2020,USA
225,Trader Joe'S San Francisco - Pacific Place (225),37.78568,-122.4057,10 4Th Street San Francisco CA 94103,10 4Th Street,San Francisco,CA,94103,San Francisco,415-536-7801,Monday :- 08:00 - 21:00 | Tuesday :- 08:00 - 21:00 | Wednesday :- 08:00 - 21:00 | Thursday :- 08:00 - 21:00 | Friday :- 08:00 - 21:00 | Saturday :- 08:00 - 21:00 | Sunday :- 08:00 - 21:00,https://locations.traderjoes.com/ca/san-francisco/225,Trader Joes,1/21/2020,USA
541,Trader Joe'S Union Square - Wine Store (541),40.73378756,-73.98835073,138 E 14Th St New York NY 10003,138 E 14Th St,New York,NY,10003,New York,212-529-6326,Monday :- 09:00 - 21:00 | Tuesday :- 09:00 - 21:00 | Wednesday :- 09:00 - 21:00 | Thursday :- 09:00 - 21:00 | Friday :- 09:00 - 21:00 | Saturday :- 09:00 - 21:00 | Sunday :- 09:00 - 21:00,https://locations.traderjoes.com/ny/new-york/541,Trader Joes,1/21/2020,USA
86,Trader Joe'S Las Vegas - Summerlin (86),36.18137,-115.25797,7575 W Washington Las Vegas NV 89128,7575 W Washington,Las Vegas,NV,89128,Clark,702-242-8240,Monday :- 08:00 - 21:00 | Tuesday :- 08:00 - 21:00 | Wednesday :- 08:00 - 21:00 | Thursday :- 08:00 - 21:00 | Friday :- 08:00 - 21:00 | Saturday :- 08:00 - 21:00 | Sunday :- 08:00 - 21:00,https://locations.traderjoes.com/nv/las-vegas/86,Trader Joes,1/21/2020,USA
66,Trader Joe'S Pleasanton (66),37.69472997,-121.8781252,3903 Santa Rita Road Pleasanton CA 94588,3903 Santa Rita Road,Pleasanton,CA,94588,Alameda,925-468-0763,Monday :- 08:00 - 21:00 | Tuesday :- 08:00 - 21:00 | Wednesday :- 08:00 - 21:00 | Thursday :- 08:00 - 21:00 | Friday :- 08:00 - 21:00 | Saturday :- 08:00 - 21:00 | Sunday :- 08:00 - 21:00,https://locations.traderjoes.com/ca/pleasanton/66,Trader Joes,1/21/2020,USA
120,Trader Joe'S Chula Vista (120),32.65165512,-116.9670012,878 Eastlake Pkwy Chula Vista CA 91914,878 Eastlake Pkwy,Chula Vista,CA,91914,San Diego,619-656-5370,Monday :- 08:00 - 21:00 | Tuesday :- 08:00 - 21:00 | Wednesday :- 08:00 - 21:00 | Thursday :- 08:00 - 21:00 | Friday :- 08:00 - 21:00 | Saturday :- 08:00 - 21:00 | Sunday :- 08:00 - 21:00,https://locations.traderjoes.com/ca/chula-vista/120,Trader Joes,1/21/2020,USA
702,Trader Joe'S Evanston (702),42.03962663,-87.68048533,1211 Chicago Avenue Evanston IL 60202,1211 Chicago Avenue,Evanston,IL,60202,Cook,847-733-0690,Monday :- 08:00 - 21:00 | Tuesday :- 08:00 - 21:00 | Wednesday :- 08:00 - 21:00 | Thursday :- 08:00 - 21:00 | Friday :- 08:00 - 21:00 | Saturday :- 08:00 - 21:00 | Sunday :- 08:00 - 21:00,https://locations.traderjoes.com/il/evanston/702,Trader Joes,1/21/2020,USA
239,Trader Joe'S Santa Maria (239),34.9382309,-120.4194524,1303 S Bradley Rd Santa Maria CA 93454,1303 S Bradley Rd,Santa Maria,CA,93454,Santa Barbara,805-925-1657,Monday :- 08:00 - 21:00 | Tuesday :- 08:00 - 21:00 | Wednesday :- 08:00 - 21:00 | Thursday :- 08:00 - 21:00 | Friday :- 08:00 - 21:00 | Saturday :- 08:00 - 21:00 | Sunday :- 08:00 - 21:00,https://locations.traderjoes.com/ca/santa-maria/239,Trader Joes,1/21/2020,USA
80,Trader Joe'S Roseville (80),38.74434086,-121.2743561,1117 Roseville Square Roseville CA 95678,1117 Roseville Square,Roseville,CA,95678,Placer,916-784-9084,Monday :- 08:00 - 21:00 | Tuesday :- 08:00 - 21:00 | Wednesday :- 08:00 - 21:00 | Thursday :- 08:00 - 21:00 | Friday :- 08:00 - 21:00 | Saturday :- 08:00 - 21:00 | Sunday :- 08:00 - 21:00,https://locations.traderjoes.com/ca/roseville/80,Trader Joes,1/21/2020,USA
652,Trader Joe'S Silver Spring (652),39.03152311,-77.00435641,10741 Columbia Pike Silver Spring MD 20901,10741 Columbia Pike,Silver Spring,MD,20901,Montgomery,301-681-1675,Monday :- 08:00 - 21:00 | Tuesday :- 08:00 - 21:00 | Wednesday :- 08:00 - 21:00 | Thursday :- 08:00 - 21:00 | Friday :- 08:00 - 21:00 | Saturday :- 08:00 - 21:00 | Sunday :- 08:00 - 21:00,https://locations.traderjoes.com/md/silver-spring/652,Trader Joes,1/21/2020,USA
675,Trader Joe'S Bloomfield Hills (675),42.54419449,-83.28515163,6536 Telegraph Rd Bloomfield Hills MI 48301,6536 Telegraph Rd,Bloomfield Hills,MI,48301,Oakland,248-855-2283,Monday :- 08:00 - 21:00 | Tuesday :- 08:00 - 21:00 | Wednesday :- 08:00 - 21:00 | Thursday :- 08:00 - 21:00 | Friday :- 08:00 - 21:00 | Saturday :- 08:00 - 21:00 | Sunday :- 08:00 - 21:00,https://locations.traderjoes.com/mi/bloomfield-hills/675,Trader Joes,1/21/2020,USA
232,Trader Joe'S San Jose - Bollinger (232),37.31223417,-122.0313675,7250 Bollinger Rd San Jose CA 95129,7250 Bollinger Rd,San Jose,CA,95129,Santa Clara,408-873-7384,Monday :- 08:00 - 21:00 | Tuesday :- 08:00 - 21:00 | Wednesday :- 08:00 - 21:00 | Thursday :- 08:00 - 21:00 | Friday :- 08:00 - 21:00 | Saturday :- 08:00 - 21:00 | Sunday :- 08:00 - 21:00,https://locations.traderjoes.com/ca/san-jose/232,Trader Joes,1/21/2020,USA
636,Trader Joe'S Wilmington (636),39.83369808,-75.54285597,5605 Concord Pike Wilmington DE 19803,5605 Concord Pike,Wilmington,DE,19803,New Castle,302-478-8494,Monday :- 08:00 - 21:00 | Tuesday :- 08:00 - 21:00 | Wednesday :- 08:00 - 21:00 | Thursday :- 08:00 - 21:00 | Friday :- 08:00 - 21:00 | Saturday :- 08:00 - 21:00 | Sunday :- 08:00 - 21:00,https://locations.traderjoes.com/de/wilmington/636,Trader Joes,1/21/2020,USA
504,Trader Joe'S Needham Heights (504),42.29224464,-71.23514429,958 Highland Ave Needham MA 02494,958 Highland Ave,Needham,MA,02494,Norfolk,781-449-6993,Monday :- 09:00 - 21:00 | Tuesday :- 09:00 - 21:00 | Wednesday :- 09:00 - 21:00 | Thursday :- 09:00 - 21:00 | Friday :- 09:00 - 21:00 | Saturday :- 09:00 - 21:00 | Sunday :- 09:00 - 21:00,https://locations.traderjoes.com/ma/needham/504,Trader Joes,1/21/2020,USA
724,Trader Joe'S Bloomington (724),44.85876461,-93.33312438,4270 W 78Th St Bloomington MN 55435,4270 W 78Th St,Bloomington,MN,55435,Hennepin,952-835-8640,Monday :- 08:00 - 21:00 | Tuesday :- 08:00 - 21:00 | Wednesday :- 08:00 - 21:00 | Thursday :- 08:00 - 21:00 | Friday :- 08:00 - 21:00 | Saturday :- 08:00 - 21:00 | Sunday :- 08:00 - 21:00,https://locations.traderjoes.com/mn/bloomington/724,Trader Joes,1/21/2020,USA
244,Trader Joe'S Huntington Harbour (244),33.71789069,-118.0501166,16821 Algonquin St Huntington Beach CA 92649,16821 Algonquin St,Huntington Beach,CA,92649,Orange,714-846-7307,Monday :- 08:00 - 21:00 | Tuesday :- 08:00 - 21:00 | Wednesday :- 08:00 - 21:00 | Thursday :- 08:00 - 21:00 | Friday :- 08:00 - 21:00 | Saturday :- 08:00 - 21:00 | Sunday :- 08:00 - 21:00,https://locations.traderjoes.com/ca/huntington-beach/244,Trader Joes,1/21/2020,USA
768,Trader Joe'S Orlando Â?? Dr. Phillips (768),28.45002809,-81.49736819,8323 Sand Lake Rd Orlando FL 32819,8323 Sand Lake Rd,Orlando,FL,32819,Orange,407-345-0611,Monday :- 08:00 - 21:00 | Tuesday :- 08:00 - 21:00 | Wednesday :- 08:00 - 21:00 | Thursday :- 08:00 - 21:00 | Friday :- 08:00 - 21:00 | Saturday :- 08:00 - 21:00 | Sunday :- 08:00 - 21:00,https://locations.traderjoes.com/fl/orlando/768,Trader Joes,1/21/2020,USA
176,Trader Joe'S Yorba Linda (176),33.88875585,-117.7919194,19655 Yorba Linda Blvd Yorba Linda CA 92886,19655 Yorba Linda Blvd,Yorba Linda,CA,92886,Orange,714-970-0116,Monday :- 08:00 - 21:00 | Tuesday :- 08:00 - 21:00 | Wednesday :- 08:00 - 21:00 | Thursday :- 08:00 - 21:00 | Friday :- 08:00 - 21:00 | Saturday :- 08:00 - 21:00 | Sunday :- 08:00 - 21:00,https://locations.traderjoes.com/ca/yorba-linda/176,Trader Joes,1/21/2020,USA
191,Trader Joe'S Tucson - Campbell & Limberlost (191),32.28349,-110.94383,4209 N Campbell Ave Tucson AZ 85719,4209 N Campbell Ave,Tucson,AZ,85719,Pima,520-325-0069,Monday :- 08:00 - 21:00 | Tuesday :- 08:00 - 21:00 | Wednesday :- 08:00 - 21:00 | Thursday :- 08:00 - 21:00 | Friday :- 08:00 - 21:00 | Saturday :- 08:00 - 21:00 | Sunday :- 08:00 - 21:00,https://locations.traderjoes.com/az/tucson/191,Trader Joes,1/21/2020,USA
610,Trader Joe'S Clifton (610),40.8374625,-74.1518225,259 Allwood Road Clifton NJ 07012,259 Allwood Road,Clifton,NJ,07012,Passaic,973-777-5020,Monday :- 08:00 - 22:00 | Tuesday :- 08:00 - 22:00 | Wednesday :- 08:00 - 22:00 | Thursday :- 08:00 - 22:00 | Friday :- 08:00 - 22:00 | Saturday :- 08:00 - 22:00 | Sunday :- 08:00 - 22:00,https://locations.traderjoes.com/nj/clifton/610,Trader Joes,1/21/2020,USA
557,Trader Joe'S Queens (557),40.71174959,-73.85919694,9030 Metropolitan Ave Rego Park NY 11374,9030 Metropolitan Ave,Rego Park,NY,11374,Queens,718-275-1791,Monday :- 08:00 - 22:00 | Tuesday :- 08:00 - 22:00 | Wednesday :- 08:00 - 22:00 | Thursday :- 08:00 - 22:00 | Friday :- 08:00 - 22:00 | Saturday :- 08:00 - 22:00 | Sunday :- 08:00 - 22:00,https://locations.traderjoes.com/ny/rego-park/557,Trader Joes,1/21/2020,USA
546,Trader Joe'S East Village (546),40.7308276,-73.9809552,436 East 14Th St New York NY 10009,436 East 14Th St,New York,NY,10009,New York,212-777-9412,Monday :- 08:00 - 22:00 | Tuesday :- 08:00 - 22:00 | Wednesday :- 08:00 - 22:00 | Thursday :- 08:00 - 22:00 | Friday :- 08:00 - 22:00 | Saturday :- 08:00 - 22:00 | Sunday :- 08:00 - 22:00,https://locations.traderjoes.com/ny/new-york/546,Trader Joes,1/21/2020,USA
40,Trader Joe'S West Hollywood (40),34.09074,-118.34909,7310 Santa Monica Blvd West Hollywood CA 90046,7310 Santa Monica Blvd,West Hollywood,CA,90046,Los Angeles,323-969-8048,Monday :- 09:00 - 21:00 | Tuesday :- 09:00 - 21:00 | Wednesday :- 09:00 - 21:00 | Thursday :- 09:00 - 21:00 | Friday :- 09:00 - 21:00 | Saturday :- 09:00 - 21:00 | Sunday :- 09:00 - 21:00,https://locations.traderjoes.com/ca/west-hollywood/40,Trader Joes,1/21/2020,USA
705,Trader Joe'S Schaumburg (705),42.05054208,-88.04415177,1426 E Golf Rd Schaumburg IL 60173,1426 E Golf Rd,Schaumburg,IL,60173,Cook,847-619-0095,Monday :- 08:00 - 21:00 | Tuesday :- 08:00 - 21:00 | Wednesday :- 08:00 - 21:00 | Thursday :- 08:00 - 21:00 | Friday :- 08:00 - 21:00 | Saturday :- 08:00 - 21:00 | Sunday :- 08:00 - 21:00,https://locations.traderjoes.com/il/schaumburg/705,Trader Joes,1/21/2020,USA
527,Trader Joe'S South Burlington (527),44.46390214,-73.18075643,200 Dorset St South Burlington VT 05403,200 Dorset St,South Burlington,VT,05403,Chittenden,802-658-4500,Monday :- 09:00 - 21:00 | Tuesday :- 09:00 - 21:00 | Wednesday :- 09:00 - 21:00 | Thursday :- 09:00 - 21:00 | Friday :- 09:00 - 21:00 | Saturday :- 09:00 - 21:00 | Sunday :- 09:00 - 21:00,https://locations.traderjoes.com/vt/south-burlington/527,Trader Joes,1/21/2020,USA
558,Trader Joe'S Brooklyn (558),40.68961333,-73.99243,130 Court St Brooklyn NY 11201,130 Court St,Brooklyn,NY,11201,Kings,718-246-8460,Monday :- 08:00 - 22:00 | Tuesday :- 08:00 - 22:00 | Wednesday :- 08:00 - 22:00 | Thursday :- 08:00 - 22:00 | Friday :- 08:00 - 22:00 | Saturday :- 08:00 - 22:00 | Sunday :- 08:00 - 22:00,https://locations.traderjoes.com/ny/brooklyn/558,Trader Joes,1/21/2020,USA
67,Trader Joe'S San Mateo - Grant St (67),37.55457041,-122.3021461,1820-22 S Grant Street San Mateo CA 94402,1820-22 S Grant Street,San Mateo,CA,94402,San Mateo,650-570-6140,Monday :- 08:00 - 21:00 | Tuesday :- 08:00 - 21:00 | Wednesday :- 08:00 - 21:00 | Thursday :- 08:00 - 21:00 | Friday :- 08:00 - 21:00 | Saturday :- 08:00 - 21:00 | Sunday :- 08:00 - 21:00,https://locations.traderjoes.com/ca/san-mateo/67,Trader Joes,1/21/2020,USA
361,Trader Joe'S Meridian (361),43.63194522,-116.3544254,2986 N. Eagle Rd. Meridian ID 83648,2986 N. Eagle Rd.,Meridian,ID,83648,Elmore,208-506-2978,Monday :- 09:00 - 21:00 | Tuesday :- 09:00 - 21:00 | Wednesday :- 09:00 - 21:00 | Thursday :- 09:00 - 21:00 | Friday :- 09:00 - 21:00 | Saturday :- 09:00 - 21:00 | Sunday :- 09:00 - 21:00,https://locations.traderjoes.com/id/meridian/361,Trader Joes,1/21/2020,USA
194,Trader Joe'S Long Beach - Bellflower Blvd (194),33.79690564,-118.1252295,2222 North Bellflower Blvd Long Beach CA 90815,2222 North Bellflower Blvd,Long Beach,CA,90815,Los Angeles,562-596-2514,Monday :- 08:00 - 21:00 | Tuesday :- 08:00 - 21:00 | Wednesday :- 08:00 - 21:00 | Thursday :- 08:00 - 21:00 | Friday :- 08:00 - 21:00 | Saturday :- 08:00 - 21:00 | Sunday :- 08:00 - 21:00,https://locations.traderjoes.com/ca/long-beach/194,Trader Joes,1/21/2020,USA
701,Trader Joe'S Chicago - South Loop (701),41.86800458,-87.62583083,1147 S Wabash Ave Chicago IL 60605,1147 S Wabash Ave,Chicago,IL,60605,Cook,312-588-0489,Monday :- 08:00 - 22:00 | Tuesday :- 08:00 - 22:00 | Wednesday :- 08:00 - 22:00 | Thursday :- 08:00 - 22:00 | Friday :- 08:00 - 22:00 | Saturday :- 08:00 - 22:00 | Sunday :- 08:00 - 22:00,https://locations.traderjoes.com/il/chicago/701,Trader Joes,1/21/2020,USA
147,Trader Joe'S Ballard (147),47.66227878,-122.3736992,4609 14Th Ave Nw Seattle WA 98107,4609 14Th Ave Nw,Seattle,WA,98107,King,206-783-0498,Monday :- 08:00 - 21:00 | Tuesday :- 08:00 - 21:00 | Wednesday :- 08:00 - 21:00 | Thursday :- 08:00 - 21:00 | Friday :- 08:00 - 21:00 | Saturday :- 08:00 - 21:00 | Sunday :- 08:00 - 21:00,https://locations.traderjoes.com/wa/seattle/147,Trader Joes,1/21/2020,USA
172,Trader Joe'S Folsom (172),38.67072343,-121.1578231,850 East Bidwell Folsom CA 95630,850 East Bidwell,Folsom,CA,95630,Sacramento,916-817-8820,Monday :- 08:00 - 21:00 | Tuesday :- 08:00 - 21:00 | Wednesday :- 08:00 - 21:00 | Thursday :- 08:00 - 21:00 | Friday :- 08:00 - 21:00 | Saturday :- 08:00 - 21:00 | Sunday :- 08:00 - 21:00,https://locations.traderjoes.com/ca/folsom/172,Trader Joes,1/21/2020,USA
283,Trader Joe'S Prescott (283),34.54824658,-112.4043001,252 N Lee Blvd Prescott AZ 86303,252 N Lee Blvd,Prescott,AZ,86303,Yavapai,928-443-9075,Monday :- 08:00 - 21:00 | Tuesday :- 08:00 - 21:00 | Wednesday :- 08:00 - 21:00 | Thursday :- 08:00 - 21:00 | Friday :- 08:00 - 21:00 | Saturday :- 08:00 - 21:00 | Sunday :- 08:00 - 21:00,https://locations.traderjoes.com/az/prescott/283,Trader Joes,1/21/2020,USA
543,Trader Joe'S Chelsea (543),40.741682,-73.993695,675 6Th Ave New York NY 10010,675 6Th Ave,New York,NY,10010,New York,212-255-2106,Monday :- 08:00 - 22:00 | Tuesday :- 08:00 - 22:00 | Wednesday :- 08:00 - 22:00 | Thursday :- 08:00 - 22:00 | Friday :- 08:00 - 22:00 | Saturday :- 08:00 - 22:00 | Sunday :- 08:00 - 22:00,https://locations.traderjoes.com/ny/new-york/543,Trader Joes,1/21/2020,USA
31,Trader Joe'S Los Angeles (31),34.06938368,-118.34403,263 S La Brea Ave Los Angeles CA 90036,263 S La Brea Ave,Los Angeles,CA,90036,Los Angeles,323-965-1989,Monday :- 09:00 - 21:00 | Tuesday :- 09:00 - 21:00 | Wednesday :- 09:00 - 21:00 | Thursday :- 09:00 - 21:00 | Friday :- 09:00 - 21:00 | Saturday :- 09:00 - 21:00 | Sunday :- 09:00 - 21:00,https://locations.traderjoes.com/ca/los-angeles/31,Trader Joes,1/21/2020,USA
108,Trader Joe'S El Cerrito (108),37.89872729,-122.2993876,225 El Cerrito Plaza El Cerrito CA 94530,225 El Cerrito Plaza,El Cerrito,CA,94530,Contra Costa,510-524-7609,Monday :- 08:00 - 21:00 | Tuesday :- 08:00 - 21:00 | Wednesday :- 08:00 - 21:00 | Thursday :- 08:00 - 21:00 | Friday :- 08:00 - 21:00 | Saturday :- 08:00 - 21:00 | Sunday :- 08:00 - 21:00,https://locations.traderjoes.com/ca/el-cerrito/108,Trader Joes,1/21/2020,USA
