Row_ID,Store_ID,Year,Quarter,Total_Revenue,COGS,Profit
330,33,2023,Q3,16012.89609,23451,-7438.103909
331,33,2023,Q3,18126.97603,19455,-1328.023968
332,33,2023,Q3,49812.56794,29390,20422.56794
342,34,2023,Q3,29022.34422,21988,7034.344222
343,34,2023,Q3,39608.93323,24587,15021.93323
344,34,2023,Q3,16108.41881,14643,1465.418806
354,35,2023,Q3,28106.67472,30308,-2201.32528
355,35,2023,Q3,19908.60773,15175,4733.607728
356,35,2023,Q3,15306.17625,18408,-3101.823754
366,36,2023,Q3,15621.99621,19404,-3782.00379
367,36,2023,Q3,49773.24589,36951,12822.24589
368,36,2023,Q3,42595.30576,31027,11568.30576
378,37,2023,Q3,22595.18743,31685,-9089.812568
379,37,2023,Q3,18852.45044,28114,-9261.549561
380,37,2023,Q3,39810.37431,27668,12142.37431
390,38,2023,Q3,30775.43179,39860,-9084.568213
391,38,2023,Q3,48497.71286,13412,35085.71286
392,38,2023,Q3,40132.61404,31985,8147.61404
402,39,2023,Q3,36299.44296,35233,1066.442959
403,39,2023,Q3,10838.96874,20742,-9903.031264
404,39,2023,Q3,48386.47675,30707,17679.47675
414,40,2023,Q3,39209.56748,28134,11075.56748
415,40,2023,Q3,32506.65879,22462,10044.65879
416,40,2023,Q3,23685.70783,26998,-3312.292173
426,41,2023,Q3,24766.2071,30257,-5490.792897
427,41,2023,Q3,43409.29997,34658,8751.29997
428,41,2023,Q3,22310.25611,29257,-6946.74389
438,42,2023,Q3,20990.24175,22684,-1693.758247
439,42,2023,Q3,12293.32363,10262,2031.323633
440,42,2023,Q3,48115.04349,43786,4329.043494
450,43,2023,Q3,18076.60449,19701,-1624.395514
451,43,2023,Q3,33958.57524,22647,11311.57524
452,43,2023,Q3,10980.36188,19628,-8647.638119
462,44,2023,Q3,23113.71167,19675,3438.711673
463,44,2023,Q3,25783.29655,16568,9215.296546
464,44,2023,Q3,34971.76131,24733,10238.76131
474,45,2023,Q3,33856.64238,42827,-8970.357623
475,45,2023,Q3,46945.80899,44867,2078.80899
476,45,2023,Q3,31298.66621,32225,-926.3337914
486,46,2023,Q3,26128.66559,35302,-9173.334414
487,46,2023,Q3,18038.79461,15964,2074.794613
488,46,2023,Q3,38857.56337,40252,-1394.436627
498,47,2023,Q3,21166.51695,28253,-7086.483053
499,47,2023,Q3,12966.42602,15403,-2436.573976
500,47,2023,Q3,16468.96256,10903,5565.962558
510,48,2023,Q3,49606.3343,31517,18089.3343
511,48,2023,Q3,22845.01968,27587,-4741.98032
512,48,2023,Q3,29637.46786,15392,14245.46786
522,49,2023,Q3,33636.7592,26708,6928.759201
523,49,2023,Q3,35676.996,40741,-5064.004003
524,49,2023,Q3,43142.20273,14397,28745.20273
534,50,2023,Q3,28845.06187,15442,13403.06187
535,50,2023,Q3,45924.49785,28920,17004.49785
536,50,2023,Q3,17984.0546,24110,-6125.945399
546,51,2023,Q3,15071.44676,20371,-5299.553237
547,51,2023,Q3,24628.28598,17646,6982.285981
548,51,2023,Q3,23591.24222,10094,13497.24222
558,52,2023,Q3,19943.75908,22224,-2280.240922
559,52,2023,Q3,31262.93799,13996,17266.93799
560,52,2023,Q3,32151.62814,37146,-4994.371861
570,53,2023,Q3,48006.6869,40393,7613.686904
571,53,2023,Q3,46539.67405,37441,9098.674054
572,53,2023,Q3,49650.62903,35973,13677.62903
582,54,2023,Q3,22094.86706,19749,2345.867055
583,54,2023,Q3,14608.96491,10486,4122.964914
584,54,2023,Q3,31378.76973,15400,15978.76973
594,55,2023,Q3,22233.03959,11594,10639.03959
595,55,2023,Q3,44088.2153,35738,8350.215298
596,55,2023,Q3,34085.77315,30549,3536.77315
606,56,2023,Q3,30288.35371,36449,-6160.646286
607,56,2023,Q3,45611.43081,42601,3010.430809
608,56,2023,Q3,18175.23657,12061,6114.236565
618,57,2023,Q3,17841.75728,21410,-3568.242717
619,57,2023,Q3,27945.92405,11070,16875.92405
620,57,2023,Q3,49861.45316,41514,8347.453159
630,58,2023,Q3,40019.07364,29630,10389.07364
631,58,2023,Q3,18463.23455,27246,-8782.765446
632,58,2023,Q3,41822.91436,33935,7887.914356
642,59,2023,Q3,46921.32337,45880,1041.323368
643,59,2023,Q3,12064.05438,14837,-2772.94562
644,59,2023,Q3,35966.43106,29569,6397.431059
654,60,2023,Q3,23179.24114,31350,-8170.758863
655,60,2023,Q3,18742.42749,26048,-7305.572512
656,60,2023,Q3,24057.33991,18787,5270.339913
666,61,2023,Q3,28145.09189,22989,5156.091891
667,61,2023,Q3,14105.04028,15283,-1177.959722
668,61,2023,Q3,23662.93427,28644,-4981.065726
678,62,2023,Q3,43008.82532,36862,6146.82532
679,62,2023,Q3,11498.17929,15488,-3989.82071
680,62,2023,Q3,47170.21155,14068,33102.21155
690,63,2023,Q3,30115.21347,12835,17280.21347
691,63,2023,Q3,27488.16524,18716,8772.165241
692,63,2023,Q3,46892.38138,29374,17518.38138
702,64,2023,Q3,45822.49366,31276,14546.49366
703,64,2023,Q3,48911.82715,37626,11285.82715
704,64,2023,Q3,43977.04629,25418,18559.04629
714,65,2023,Q3,30236.72494,31370,-1133.275057
715,65,2023,Q3,41986.33438,38565,3421.334383
716,65,2023,Q3,35315.66804,42047,-6731.331963
726,66,2023,Q3,42798.60078,47076,-4277.399219
727,66,2023,Q3,26087.24912,28400,-2312.750877
728,66,2023,Q3,27881.15263,16864,11017.15263
738,67,2023,Q3,12767.33682,18162,-5394.663181
739,67,2023,Q3,31646.81623,26914,4732.816232
740,67,2023,Q3,49252.44919,51747,-2494.550808
750,68,2023,Q3,28985.51548,10440,18545.51548
751,68,2023,Q3,24990.84184,34381,-9390.158157
752,68,2023,Q3,10467.52587,19443,-8975.474127
762,69,2023,Q3,11266.56918,19079,-7812.430816
763,69,2023,Q3,47033.7609,32673,14360.7609
764,69,2023,Q3,37053.52042,17411,19642.52042
774,70,2023,Q3,31698.96019,32545,-846.0398097
775,70,2023,Q3,34997.29986,44116,-9118.700143
776,70,2023,Q3,49077.45827,45385,3692.458275
786,71,2023,Q3,28597.73833,14492,14105.73833
787,71,2023,Q3,31172.34416,28866,2306.344163
788,71,2023,Q3,10799.27538,10580,219.2753811
798,72,2023,Q3,41624.18314,30130,11494.18314
799,72,2023,Q3,44751.44132,54564,-9812.558685
800,72,2023,Q3,25513.29435,24064,1449.294351
810,73,2023,Q3,29983.71014,23213,6770.710141
811,73,2023,Q3,29341.56723,32820,-3478.432767
812,73,2023,Q3,15147.17608,10466,4681.176081
822,74,2023,Q3,13891.64881,17968,-4076.351187
823,74,2023,Q3,14501.60215,24220,-9718.39785
824,74,2023,Q3,16714.96427,12358,4356.96427
834,75,2023,Q3,35570.11972,35819,-248.8802813
835,75,2023,Q3,31982.84835,31543,439.8483459
836,75,2023,Q3,11635.26769,18900,-7264.732305
846,76,2023,Q3,48083.99374,11596,36487.99374
847,76,2023,Q3,34913.77758,11832,23081.77758
848,76,2023,Q3,22524.61976,18306,4218.619765
858,77,2023,Q3,38625.41493,19470,19155.41493
859,77,2023,Q3,23904.16242,22802,1102.162418
860,77,2023,Q3,44319.75303,35470,8849.753026
870,78,2023,Q3,26213.40563,27938,-1724.594373
871,78,2023,Q3,49783.9701,26736,23047.9701
872,78,2023,Q3,22749.81271,31881,-9131.187285
882,79,2023,Q3,17055.45158,13733,3322.451582
883,79,2023,Q3,14830.56025,12463,2367.560254
884,79,2023,Q3,14805.31169,13194,1611.311688
894,80,2023,Q3,35763.47856,26675,9088.478561
895,80,2023,Q3,13549.02432,12237,1312.024324
896,80,2023,Q3,14631.73774,11678,2953.737743
906,81,2023,Q3,25317.7529,12673,12644.7529
907,81,2023,Q3,49999.21407,38922,11077.21407
908,81,2023,Q3,28338.90967,12518,15820.90967
918,82,2023,Q3,21142.0207,27934,-6791.979302
919,82,2023,Q3,28029.23357,18522,9507.233567
920,82,2023,Q3,33780.48024,39031,-5250.519761
930,83,2023,Q3,41504.05632,40183,1321.056317
931,83,2023,Q3,36592.88237,14789,21803.88237
932,83,2023,Q3,26909.27966,13903,13006.27966
942,84,2023,Q3,11829.691,18725,-6895.308996
943,84,2023,Q3,14387.4419,21984,-7596.558104
944,84,2023,Q3,31921.2448,26178,5743.244797
954,85,2023,Q3,28075.90568,11476,16599.90568
955,85,2023,Q3,43069.71399,20783,22286.71399
956,85,2023,Q3,16212.8372,12079,4133.837195
966,86,2023,Q3,47161.22417,22409,24752.22417
967,86,2023,Q3,19885.75087,14694,5191.750868
968,86,2023,Q3,39254.84489,35556,3698.844894
978,87,2023,Q3,43427.91643,51823,-8395.083572
979,87,2023,Q3,31197.19167,38653,-7455.808329
980,87,2023,Q3,16543.9428,14685,1858.942796
990,88,2023,Q3,40666.70171,37401,3265.701713
991,88,2023,Q3,21603.86005,24873,-3269.139948
992,88,2023,Q3,36421.77804,34937,1484.778044
1002,89,2023,Q3,26242.85736,15190,11052.85736
1003,89,2023,Q3,39869.39363,14574,25295.39363
1004,89,2023,Q3,33589.26491,41585,-7995.735093
1014,90,2023,Q3,47552.44244,33732,13820.44244
1015,90,2023,Q3,48161.10153,12202,35959.10153
1016,90,2023,Q3,22584.71084,23972,-1387.289158
1026,92,2023,Q3,25390.48696,24030,1360.486962
1027,92,2023,Q3,32529.4625,41367,-8837.537499
1028,92,2023,Q3,20626.69109,28180,-7553.308911
1038,93,2023,Q3,15443.33968,11393,4050.339676
1039,93,2023,Q3,48610.51754,43660,4950.517536
1040,93,2023,Q3,18980.54519,18583,397.5451851
1050,94,2023,Q3,47170.54969,21428,25742.54969
1051,94,2023,Q3,44174.5865,42628,1546.5865
1052,94,2023,Q3,36793.41927,35014,1779.419272
1062,95,2023,Q3,10024.03053,16867,-6842.969474
1063,95,2023,Q3,47488.40031,19876,27612.40031
1064,95,2023,Q3,17797.02215,13435,4362.022147
1074,96,2023,Q3,31595.76926,26532,5063.769259
1075,96,2023,Q3,28979.38519,29968,-988.6148112
1076,96,2023,Q3,11076.21408,17991,-6914.78592
1086,97,2023,Q3,48353.99359,30763,17590.99359
1087,97,2023,Q3,46349.49958,27760,18589.49958
1088,97,2023,Q3,46041.59427,17199,28842.59427
1098,98,2023,Q3,38391.4927,39810,-1418.507298
1099,98,2023,Q3,12725.93006,19103,-6377.069943
1100,98,2023,Q3,24659.07391,18505,6154.07391
1110,99,2023,Q3,32030.46268,36129,-4098.537323
1111,99,2023,Q3,28712.82766,32190,-3477.172345
1112,99,2023,Q3,23787.46798,22153,1634.467979
1122,100,2023,Q3,42745.89263,19125,23620.89263
1123,100,2023,Q3,22008.69784,26876,-4867.302157
1124,100,2023,Q3,30043.39191,23358,6685.391907
1134,101,2023,Q3,10998.10279,20399,-9400.897214
1135,101,2023,Q3,40412.16721,31542,8870.167209
1136,101,2023,Q3,13838.92577,19153,-5314.074229
1146,102,2023,Q3,43525.53158,31816,11709.53158
1147,102,2023,Q3,11695.57706,13820,-2124.422944
1148,102,2023,Q3,41844.52554,15683,26161.52554
1158,103,2023,Q3,30468.70401,31856,-1387.29599
1159,103,2023,Q3,34961.7222,11498,23463.7222
1160,103,2023,Q3,40196.86301,34057,6139.863009
1170,104,2023,Q3,25047.83016,22488,2559.830155
1171,104,2023,Q3,17305.63016,24438,-7132.369838
1172,104,2023,Q3,19682.5289,12623,7059.528903
1182,105,2023,Q3,15646.73473,12619,3027.734726
1183,105,2023,Q3,17952.45054,16703,1249.450541
1184,105,2023,Q3,37637.31863,30033,7604.318628
1194,106,2023,Q3,37763.24905,43376,-5612.750946
1195,106,2023,Q3,48570.30561,26876,21694.30561
1196,106,2023,Q3,27544.87708,13377,14167.87708
1206,107,2023,Q3,35511.10641,30531,4980.106412
1207,107,2023,Q3,36184.54042,13757,22427.54042
1208,107,2023,Q3,10971.50446,11031,-59.4955397
1218,108,2023,Q3,27176.39335,29578,-2401.606654
1219,108,2023,Q3,11911.35211,16755,-4843.647888
1220,108,2023,Q3,43216.19075,49679,-6462.809252
1230,109,2023,Q3,16771.24363,13133,3638.243629
1231,109,2023,Q3,43049.74375,52725,-9675.256249
1232,109,2023,Q3,46443.80852,12512,33931.80852
1242,110,2023,Q3,27414.99837,30129,-2714.001633
1243,110,2023,Q3,34242.48522,33177,1065.485218
1244,110,2023,Q3,10564.9757,17435,-6870.024297
1254,111,2023,Q3,46024.5473,47470,-1445.4527
1255,111,2023,Q3,45983.14816,48309,-2325.851836
1256,111,2023,Q3,44681.50194,12178,32503.50194
1266,112,2023,Q3,21209.08942,11792,9417.089423
1267,112,2023,Q3,20033.08562,28602,-8568.914376
1268,112,2023,Q3,22461.29943,17039,5422.299428
1278,113,2023,Q3,45427.15952,44942,485.1595196
1279,113,2023,Q3,18231.10734,11098,7133.107338
1280,113,2023,Q3,14290.04497,13044,1246.044967
1290,114,2023,Q3,43278.06371,25740,17538.06371
1291,114,2023,Q3,37280.77367,46113,-8832.22633
1292,114,2023,Q3,15565.86724,15662,-96.13276475
1302,115,2023,Q3,29254.83749,10872,18382.83749
1303,115,2023,Q3,32038.58111,21806,10232.58111
1304,115,2023,Q3,49389.81946,25026,24363.81946
1314,116,2023,Q3,48899.97369,55860,-6960.02631
1315,116,2023,Q3,17751.15384,13734,4017.153839
1316,116,2023,Q3,35972.91573,10945,25027.91573
1326,117,2023,Q3,20100.51174,16075,4025.511736
1327,117,2023,Q3,23398.90706,16757,6641.907064
1328,117,2023,Q3,17981.30216,27560,-9578.697845
1338,118,2023,Q3,48657.33452,20487,28170.33452
1339,118,2023,Q3,22614.43843,20261,2353.438431
1340,118,2023,Q3,41764.57994,34773,6991.579935
1350,119,2023,Q3,45331.24304,29552,15779.24304
1351,119,2023,Q3,37628.05874,12636,24992.05874
1352,119,2023,Q3,37647.30252,42530,-4882.69748
1362,120,2023,Q3,16694.57845,10089,6605.57845
1363,120,2023,Q3,13646.99469,16509,-2862.005309
1364,120,2023,Q3,49931.43053,44438,5493.430526
1374,121,2023,Q3,16160.6609,23377,-7216.339102
1375,121,2023,Q3,19183.21266,10418,8765.212659
1376,121,2023,Q3,33212.88598,10110,23102.88598
1386,122,2023,Q3,44136.57491,28519,15617.57491
1387,122,2023,Q3,18120.19405,18020,100.1940474
1388,122,2023,Q3,45373.57558,19832,25541.57558
1398,123,2023,Q3,46741.82651,19771,26970.82651
1399,123,2023,Q3,44278.56726,53065,-8786.432737
1400,123,2023,Q3,15340.22973,22194,-6853.770271
1410,124,2023,Q3,35456.90017,26140,9316.900166
1411,124,2023,Q3,28602.25885,16179,12423.25885
1412,124,2023,Q3,33372.26312,34022,-649.7368805
1422,125,2023,Q3,23057.132,25601,-2543.867999
1423,125,2023,Q3,12849.24499,12157,692.2449865
1424,125,2023,Q3,16984.72351,23985,-7000.276491
1434,126,2023,Q3,21181.48126,30212,-9030.51874
1435,126,2023,Q3,42378.13975,19033,23345.13975
1436,126,2023,Q3,27006.25861,15603,11403.25861
1446,127,2023,Q3,36847.06928,32051,4796.069282
1447,127,2023,Q3,38996.73881,38624,372.7388101
1448,127,2023,Q3,41528.46083,13295,28233.46083
1458,128,2023,Q3,17435.70922,13398,4037.709219
1459,128,2023,Q3,15766.25602,10909,4857.256024
1460,128,2023,Q3,15208.32839,16010,-801.6716095
1470,129,2023,Q3,15559.81091,23556,-7996.189092
1471,129,2023,Q3,31962.28731,18247,13715.28731
1472,129,2023,Q3,30599.38144,28141,2458.381437
1482,130,2023,Q3,29782.76371,25808,3974.763712
1483,130,2023,Q3,43251.59611,11486,31765.59611
1484,130,2023,Q3,15900.83179,12516,3384.831792
1494,131,2023,Q3,12280.21018,20916,-8635.789823
1495,131,2023,Q3,36027.35026,19834,16193.35026
1496,131,2023,Q3,36589.92206,39196,-2606.077937
1506,132,2023,Q3,42522.71447,16462,26060.71447
1507,132,2023,Q3,25281.09218,23125,2156.092179
1508,132,2023,Q3,35363.26782,30488,4875.267815
1518,133,2023,Q3,40567.11538,43344,-2776.88462
1519,133,2023,Q3,33548.61727,34221,-672.3827324
1520,133,2023,Q3,29348.26699,13041,16307.26699
1530,134,2023,Q3,45749.80458,15759,29990.80458
1531,134,2023,Q3,39106.03659,16528,22578.03659
1532,134,2023,Q3,15138.93309,19984,-4845.066907
1542,135,2023,Q3,15765.67394,22145,-6379.326065
1543,135,2023,Q3,41977.32419,45255,-3277.675815
1544,135,2023,Q3,33156.72455,26393,6763.724549
1554,136,2023,Q3,28136.878,11510,16626.878
1555,136,2023,Q3,29424.35224,33480,-4055.647759
1556,136,2023,Q3,43883.82029,25674,18209.82029
1566,137,2023,Q3,47981.93473,52775,-4793.065269
1567,137,2023,Q3,10816.51633,18338,-7521.483666
1568,137,2023,Q3,49724.14305,27748,21976.14305
1578,138,2023,Q3,48588.17229,25530,23058.17229
1579,138,2023,Q3,37581.98084,10473,27108.98084
1580,138,2023,Q3,21987.91233,15548,6439.912332
1590,139,2023,Q3,30320.3642,36661,-6340.635803
1591,139,2023,Q3,46713.85534,11179,35534.85534
1592,139,2023,Q3,42003.1084,42091,-87.8916044
1602,140,2023,Q3,30092.43116,32732,-2639.568843
1603,140,2023,Q3,44208.71959,16899,27309.71959
1604,140,2023,Q3,47236.46695,24062,23174.46695
1614,141,2023,Q3,33100.39726,12270,20830.39726
1615,141,2023,Q3,39632.94802,36923,2709.948016
1616,141,2023,Q3,40653.57503,22328,18325.57503
1626,142,2023,Q3,12626.87952,20959,-8332.120477
1627,142,2023,Q3,36041.24359,24864,11177.24359
1628,142,2023,Q3,46535.37751,50375,-3839.622488
1638,143,2023,Q3,19636.22646,22592,-2955.773539
1639,143,2023,Q3,40662.37795,50032,-9369.62205
1640,143,2023,Q3,16277.53392,18833,-2555.466085
1650,144,2023,Q3,15933.67705,22420,-6486.322952
1651,144,2023,Q3,28051.24815,23825,4226.248153
1652,144,2023,Q3,41271.97249,50945,-9673.027508
1662,145,2023,Q3,24102.70818,21362,2740.70818
1663,145,2023,Q3,10679.30956,19612,-8932.690435
1664,145,2023,Q3,45810.80109,53340,-7529.198913
1674,146,2023,Q3,25924.40265,24492,1432.402651
1675,146,2023,Q3,31928.53585,38840,-6911.464149
1676,146,2023,Q3,35183.59256,39350,-4166.407444
1686,147,2023,Q3,18875.17924,13031,5844.179241
1687,147,2023,Q3,25224.55542,16797,8427.555417
1688,147,2023,Q3,26240.95502,12869,13371.95502
1698,148,2023,Q3,25556.09759,30799,-5242.902413
1699,148,2023,Q3,23356.29548,15883,7473.295478
1700,148,2023,Q3,40365.38695,26085,14280.38695
1710,149,2023,Q3,26859.15091,12644,14215.15091
1711,149,2023,Q3,35309.43549,19481,15828.43549
1712,149,2023,Q3,45330.25954,16533,28797.25954
1722,150,2023,Q3,38201.58749,44954,-6752.412513
1723,150,2023,Q3,29653.49734,30853,-1199.50266
1724,150,2023,Q3,22925.03521,10325,12600.03521
1734,151,2023,Q3,27187.5132,30168,-2980.486801
1735,151,2023,Q3,11045.99281,14164,-3118.007186
1736,151,2023,Q3,19359.84083,14503,4856.840829
1746,152,2023,Q3,49420.33712,22763,26657.33712
1747,152,2023,Q3,41812.48346,49952,-8139.516543
1748,152,2023,Q3,13314.60203,18327,-5012.39797
1758,153,2023,Q3,30345.31924,30075,270.3192424
1759,153,2023,Q3,30278.16372,36430,-6151.836275
1760,153,2023,Q3,27358.5694,35514,-8155.430602
1770,154,2023,Q3,37693.41467,41281,-3587.585331
1771,154,2023,Q3,32866.02617,16765,16101.02617
1772,154,2023,Q3,19055.52656,19157,-101.4734391
1782,155,2023,Q3,12412.2723,11696,716.2723015
1783,155,2023,Q3,32412.84777,39961,-7548.152234
1784,155,2023,Q3,32611.38131,23076,9535.381311
1794,156,2023,Q3,33224.69681,18304,14920.69681
1795,156,2023,Q3,33836.7909,26555,7281.790904
1796,156,2023,Q3,23943.03837,33051,-9107.961626
1806,157,2023,Q3,12806.80637,10135,2671.806369
1807,157,2023,Q3,36766.34862,41615,-4848.651379
1808,157,2023,Q3,46868.18432,24024,22844.18432
1818,158,2023,Q3,33488.82832,31412,2076.828318
1819,158,2023,Q3,10679.7241,16987,-6307.275895
1820,158,2023,Q3,46837.15756,53425,-6587.84244
1830,159,2023,Q3,46972.0408,15164,31808.0408
1831,159,2023,Q3,36444.62333,36546,-101.3766704
1832,159,2023,Q3,11950.15365,12782,-831.8463452
1842,160,2023,Q3,23725.32071,21887,1838.320708
1843,160,2023,Q3,11301.65826,10135,1166.658256
1844,160,2023,Q3,35638.51438,25405,10233.51438
1854,162,2023,Q3,12199.80958,11356,843.8095788
1855,162,2023,Q3,21784.57477,19857,1927.57477
1856,162,2023,Q3,43880.7446,33024,10856.7446
1866,163,2023,Q3,18256.00692,21171,-2914.993079
1867,163,2023,Q3,19965.94107,12207,7758.941073
1868,163,2023,Q3,48643.24712,54293,-5649.752879
1878,164,2023,Q3,47650.23072,33024,14626.23072
1879,164,2023,Q3,32285.76627,21899,10386.76627
1880,164,2023,Q3,37832.78081,28826,9006.780814
1890,165,2023,Q3,38815.48169,44663,-5847.518311
1891,165,2023,Q3,35875.42963,40517,-4641.570371
1892,165,2023,Q3,16016.45602,24796,-8779.543976
1902,166,2023,Q3,31130.87977,17054,14076.87977
1903,166,2023,Q3,49134.1551,19042,30092.1551
1904,166,2023,Q3,25558.777,27425,-1866.222999
1914,167,2023,Q3,43004.12629,52657,-9652.873706
1915,167,2023,Q3,28109.97611,30026,-1916.023888
1916,167,2023,Q3,45354.66123,52161,-6806.338767
