Row_ID,Store_ID,Year,Quarter,Total_Revenue
601,56,2023,Q1,30412.40245420032
602,56,2023,Q1,24893.875747142003
612,57,2023,Q1,36160.78656156207
613,57,2023,Q1,17823.257152409347
614,57,2023,Q1,42126.17963508316
624,58,2023,Q1,12006.378042152748
625,58,2023,Q1,22111.769310213072
626,58,2023,Q1,35927.05115683987
636,59,2023,Q1,48324.804343746095
637,59,2023,Q1,21724.219307332933
638,59,2023,Q1,25790.86721
648,60,2023,Q1,14300.61396155795
649,60,2023,Q1,20926.789046201513
650,60,2023,Q1,28057.42823397986
660,61,2023,Q1,28156.39770794285
661,61,2023,Q1,46840.16491658189
662,61,2023,Q1,11252.31722883096
672,62,2023,Q1,33976.29983122996
673,62,2023,Q1,41128.95343890572
674,62,2023,Q1,17400.942073309896
684,63,2023,Q1,27569.889945493083
685,63,2023,Q1,34948.828429910274
686,63,2023,Q1,30252.505443530663
696,64,2023,Q1,39914.82561330498
697,64,2023,Q1,24650.85089008349
698,64,2023,Q1,47576.18779372624
708,65,2023,Q1,14771.972900509765
709,65,2023,Q1,23209.095240471383
710,65,2023,Q1,25922.91654
720,66,2023,Q1,19233.347757321717
721,66,2023,Q1,34153.18883326986
722,66,2023,Q1,26117.039385023534
732,67,2023,Q1,37256.180060513216
733,67,2023,Q1,31637.52194480327
734,67,2023,Q1,31417.96157421414
744,68,2023,Q1,27373.434539534315
745,68,2023,Q1,29340.65389526638
746,68,2023,Q1,32510.905662844605
756,69,2023,Q1,39637.87963363832
757,69,2023,Q1,30881.02011151412
758,69,2023,Q1,20732.237463739475
768,70,2023,Q1,12704.52974803188
769,70,2023,Q1,16324.982346437342
770,70,2023,Q1,34426.25992870846
780,71,2023,Q1,23099.314202507892
781,71,2023,Q1,26965.694486705182
782,71,2023,Q1,12190.010877519151
792,72,2023,Q1,30980.195343110212
793,72,2023,Q1,32730.05020105239
794,72,2023,Q1,47189.417321710636
804,73,2023,Q1,31341.086564737136
805,73,2023,Q1,34025.844862841295
806,73,2023,Q1,30165.87747168375
816,74,2023,Q1,45595.898406514396
817,74,2023,Q1,22152.274651347652
818,74,2023,Q1,35525.36185405006
828,75,2023,Q1,14701.990013286664
829,75,2023,Q1,24992.54753090944
830,75,2023,Q1,44773.81040894778
840,76,2023,Q1,17174.018205183584
841,76,2023,Q1,41891.40242725285
842,76,2023,Q1,21838.72241585105
852,77,2023,Q1,36637.28234886465
853,77,2023,Q1,35271.378638102164
854,77,2023,Q1,19240.42992216967
864,78,2023,Q1,36532.21773573785
865,78,2023,Q1,38259.58768749208
866,78,2023,Q1,32348.27255116092
876,79,2023,Q1,25696.23663412738
877,79,2023,Q1,21540.548110961383
878,79,2023,Q1,43692.06944780628
888,80,2023,Q1,19140.638062052873
889,80,2023,Q1,24564.368999917708
890,80,2023,Q1,48590.74344884487
900,81,2023,Q1,12661.999570104788
901,81,2023,Q1,28474.109509149108
902,81,2023,Q1,19200.09389299604
912,82,2023,Q1,26962.47919361667
913,82,2023,Q1,45470.79670662835
914,82,2023,Q1,14683.732977662065
924,83,2023,Q1,43156.07606249379
925,83,2023,Q1,18086.866684354267
926,83,2023,Q1,49803.95080606177
936,84,2023,Q1,16112.54350617747
937,84,2023,Q1,49530.81554817646
938,84,2023,Q1,27721.244529750627
948,85,2023,Q1,30630.745389561267
949,85,2023,Q1,17146.553608139493
950,85,2023,Q1,37465.696871524444
960,86,2023,Q1,48531.54773
961,86,2023,Q1,23083.07324956756
962,86,2023,Q1,31897.46909079521
972,87,2023,Q1,21168.21823565883
973,87,2023,Q1,30567.695144423364
974,87,2023,Q1,23110.942035792534
984,88,2023,Q1,20025.309931178588
985,88,2023,Q1,45163.02635
986,88,2023,Q1,26096.51074707535
996,89,2023,Q1,15388.311311905789
997,89,2023,Q1,44716.83110243237
998,89,2023,Q1,30206.013896378892
1008,90,2023,Q1,16187.167435682315
1009,90,2023,Q1,13583.655576377756
1010,90,2023,Q1,31998.575822260267
1020,92,2023,Q1,17118.15212802333
1021,92,2023,Q1,32411.138688264724
1022,92,2023,Q1,36374.830563024065
1032,93,2023,Q1,36827.47537881894
1033,93,2023,Q1,30166.338254978957
1034,93,2023,Q1,46712.21429121553
1044,94,2023,Q1,24677.340778423284
1045,94,2023,Q1,24634.586306885067
1046,94,2023,Q1,18420.23301377477
1056,95,2023,Q1,48299.67457414256
1057,95,2023,Q1,43328.79457288166
1058,95,2023,Q1,34914.62056546367
1068,96,2023,Q1,36647.52058687747
1069,96,2023,Q1,13748.508102523549
1070,96,2023,Q1,49123.10132407673
1080,97,2023,Q1,37760.02180789031
1081,97,2023,Q1,22197.44225471384
1082,97,2023,Q1,14372.228183535386
1092,98,2023,Q1,17163.95536618739
1093,98,2023,Q1,42578.90492721006
1094,98,2023,Q1,21113.691011792485
1104,99,2023,Q1,37807.77266867281
1105,99,2023,Q1,44373.486393481915
1106,99,2023,Q1,32955.37596691219
1116,100,2023,Q1,13954.084457398048
1117,100,2023,Q1,10035.876474887838
1118,100,2023,Q1,10206.136829101417
1128,101,2023,Q1,48716.387801727265
1129,101,2023,Q1,27384.006755126567
1130,101,2023,Q1,41535.10012796252
1140,102,2023,Q1,30733.648913846053
1141,102,2023,Q1,45589.50757277822
1142,102,2023,Q1,32375.85480980964
1152,103,2023,Q1,24432.200905975835
1153,103,2023,Q1,16289.090165846555
1154,103,2023,Q1,31644.35022511289
1164,104,2023,Q1,25406.695991200162
1165,104,2023,Q1,33604.83652676631
1166,104,2023,Q1,27800.70481717933
1176,105,2023,Q1,23759.66547887909
1177,105,2023,Q1,22735.900579867513
1178,105,2023,Q1,45214.20812654083
1188,106,2023,Q1,38387.55982663749
1189,106,2023,Q1,29467.8631
1190,106,2023,Q1,11857.16814295323
1200,107,2023,Q1,16456.94036663764
1201,107,2023,Q1,32681.251517612924
1202,107,2023,Q1,40797.460457673966
1212,108,2023,Q1,10269.60683021938
1213,108,2023,Q1,22224.473359866926
1214,108,2023,Q1,16379.355730864287
1224,109,2023,Q1,47933.34750597498
1225,109,2023,Q1,40128.81331441148
1226,109,2023,Q1,15577.018063880792
1236,110,2023,Q1,49493.523933480974
1237,110,2023,Q1,11915.672736971352
1238,110,2023,Q1,36378.733170197505
1248,111,2023,Q1,22110.682900175387
1249,111,2023,Q1,48458.99427077931
1250,111,2023,Q1,14345.293746320382
1260,112,2023,Q1,28623.66209512577
1261,112,2023,Q1,12636.309361711317
1262,112,2023,Q1,48577.20376468752
1272,113,2023,Q1,31163.289447535353
1273,113,2023,Q1,17845.239110945466
1274,113,2023,Q1,42283.57305924636
1284,114,2023,Q1,29200.669431040926
1285,114,2023,Q1,18164.897423616865
1286,114,2023,Q1,13574.689541561886
1296,115,2023,Q1,15519.37602564511
1297,115,2023,Q1,26322.226675804675
1298,115,2023,Q1,45630.73706626625
1308,116,2023,Q1,23381.841828794684
1309,116,2023,Q1,49482.52615609124
1310,116,2023,Q1,34456.48736
1320,117,2023,Q1,34076.365779924585
1321,117,2023,Q1,11823.31019177408
1322,117,2023,Q1,48540.40686170073
1332,118,2023,Q1,19116.084970082906
1333,118,2023,Q1,13746.90701339384
1334,118,2023,Q1,47863.81809625798
1344,119,2023,Q1,28233.466753619698
1345,119,2023,Q1,10062.983060539258
1346,119,2023,Q1,28382.51298
1356,120,2023,Q1,19355.95058450518
1357,120,2023,Q1,22821.634589792142
1358,120,2023,Q1,14835.210607569112
1368,121,2023,Q1,21166.12648
1369,121,2023,Q1,15587.523905733193
1370,121,2023,Q1,15368.211183437723
1380,122,2023,Q1,40213.00753055816
1381,122,2023,Q1,20404.72847998907
1382,122,2023,Q1,29152.45908166757
1392,123,2023,Q1,30864.007112438103
1393,123,2023,Q1,44312.533011719795
1394,123,2023,Q1,34296.466945334316
1404,124,2023,Q1,18949.447051872463
1405,124,2023,Q1,38433.93436483761
1406,124,2023,Q1,29756.08728011941
1416,125,2023,Q1,34522.637276879264
1417,125,2023,Q1,37066.27989449568
1418,125,2023,Q1,33185.56360650828
1428,126,2023,Q1,41023.76339
1429,126,2023,Q1,32389.778284696284
1430,126,2023,Q1,23085.895577398012
1440,127,2023,Q1,30809.43652935497
1441,127,2023,Q1,34108.41235729426
1442,127,2023,Q1,41325.540430139925
1452,128,2023,Q1,14827.336560552569
1453,128,2023,Q1,33706.39591265234
1454,128,2023,Q1,38771.95235
1464,129,2023,Q1,15304.288649661394
1465,129,2023,Q1,30183.920966863705
1466,129,2023,Q1,39998.91833
1476,130,2023,Q1,16029.176745686163
1477,130,2023,Q1,45492.26068357599
1478,130,2023,Q1,30503.43100791492
1488,131,2023,Q1,39648.04009432669
1489,131,2023,Q1,20625.461420112944
1490,131,2023,Q1,22211.641056334032
1500,132,2023,Q1,42822.945962849015
1501,132,2023,Q1,47029.23055116812
1502,132,2023,Q1,26192.71536
1512,133,2023,Q1,49289.83070743588
1513,133,2023,Q1,39149.596538140555
1514,133,2023,Q1,16283.736210348074
1524,134,2023,Q1,12384.775312615282
1525,134,2023,Q1,13260.077314913788
1526,134,2023,Q1,49395.33400677851
1536,135,2023,Q1,42965.05960183532
1537,135,2023,Q1,46148.826673622636
1538,135,2023,Q1,21886.35243337661
1548,136,2023,Q1,40727.121127051185
1549,136,2023,Q1,16009.08452963541
1550,136,2023,Q1,14473.108560195196
1560,137,2023,Q1,35235.48376162672
1561,137,2023,Q1,22492.66092782119
1562,137,2023,Q1,49888.62424441954
1572,138,2023,Q1,30721.081972033702
1573,138,2023,Q1,48392.33311119895
1574,138,2023,Q1,38621.71930115514
1584,139,2023,Q1,38128.87532943307
1585,139,2023,Q1,29001.253464397054
1586,139,2023,Q1,28665.65407597086
1596,140,2023,Q1,21945.714775840803
1597,140,2023,Q1,31820.868791807985
1598,140,2023,Q1,29815.29256589474
1608,141,2023,Q1,45179.70169020392
1609,141,2023,Q1,12073.700605696156
1610,141,2023,Q1,24831.932377079545
1620,142,2023,Q1,38463.560054940936
1621,142,2023,Q1,24736.38965369628
1622,142,2023,Q1,21796.226707394097
1632,143,2023,Q1,37595.64588217072
1633,143,2023,Q1,35200.34192305096
1634,143,2023,Q1,11805.78982895371
1644,144,2023,Q1,31436.886289217502
1645,144,2023,Q1,22768.84023931559
1646,144,2023,Q1,41258.98526748197
1656,145,2023,Q1,48611.80296519371
1657,145,2023,Q1,41988.07440608426
1658,145,2023,Q1,30314.093715816405
1668,146,2023,Q1,17052.161082132654
1669,146,2023,Q1,40702.011519559994
1670,146,2023,Q1,40295.168067633385
1680,147,2023,Q1,33625.72139831576
1681,147,2023,Q1,19048.827993999177
1682,147,2023,Q1,30694.14160183511
1692,148,2023,Q1,33555.56773690006
1693,148,2023,Q1,30911.352621269376
1694,148,2023,Q1,23431.70750416568
1704,149,2023,Q1,21752.251964601055
1705,149,2023,Q1,30460.713000426775
1706,149,2023,Q1,20873.686832898282
1716,150,2023,Q1,12320.259600260819
1717,150,2023,Q1,26841.248143942463
1718,150,2023,Q1,27043.41592612176
1728,151,2023,Q1,12988.99762288665
1729,151,2023,Q1,15920.080463242984
1730,151,2023,Q1,49145.98673339408
1740,152,2023,Q1,23144.455719869824
1741,152,2023,Q1,37104.807284792405
1742,152,2023,Q1,39614.58853
1752,153,2023,Q1,46176.32294916353
1753,153,2023,Q1,26389.863561878938
1754,153,2023,Q1,24970.110982506987
1764,154,2023,Q1,18212.89015732086
1765,154,2023,Q1,33787.44353635487
1766,154,2023,Q1,20781.28613138073
1776,155,2023,Q1,21099.412014730024
1777,155,2023,Q1,18774.698199348953
1778,155,2023,Q1,46038.64007
1788,156,2023,Q1,42521.06667650305
1789,156,2023,Q1,35572.35603759448
1790,156,2023,Q1,48056.14002
1800,157,2023,Q1,31875.84377352955
1801,157,2023,Q1,44344.744946529536
1802,157,2023,Q1,26086.866334090002
1812,158,2023,Q1,33971.60248019574
1813,158,2023,Q1,36085.528694623164
1814,158,2023,Q1,21046.624600424504
1824,159,2023,Q1,34083.85360093425
1825,159,2023,Q1,41000.47852335047
1826,159,2023,Q1,48300.69406478502
1836,160,2023,Q1,41959.45117688531
1837,160,2023,Q1,19530.06565338179
1838,160,2023,Q1,20856.860600962813
1848,162,2023,Q1,32521.81194374531
1849,162,2023,Q1,31583.284600912437
1850,162,2023,Q1,13280.38613158292
1860,163,2023,Q1,49289.60823154136
1861,163,2023,Q1,39664.63810847078
1862,163,2023,Q1,24518.11267884486
1872,164,2023,Q1,35027.65851131115
1873,164,2023,Q1,19281.33516585318
1874,164,2023,Q1,40494.942490905494
1884,165,2023,Q1,23636.42420399466
1885,165,2023,Q1,36701.802729113595
1886,165,2023,Q1,38311.19949194586
1896,166,2023,Q1,13387.539879811326
1897,166,2023,Q1,10924.066241631794
1898,166,2023,Q1,28571.98911
1908,167,2023,Q1,43692.39980978858
1909,167,2023,Q1,35232.032947971195
1910,167,2023,Q1,39955.66653716298
1920,170,2023,Q1,42200.00812467281
1921,170,2023,Q1,25315.449097627934
1922,170,2023,Q1,11812.274400650216
1932,171,2023,Q1,21099.320586929356
1933,171,2023,Q1,48685.56228259097
1934,171,2023,Q1,37777.35897959407
1944,172,2023,Q1,41922.04042105224
1945,172,2023,Q1,33565.47757
1946,172,2023,Q1,27967.73954338402
1956,173,2023,Q1,24251.906335658205
1957,173,2023,Q1,40920.00918987772
1958,173,2023,Q1,49520.206774737955
1968,174,2023,Q1,37717.01642779244
1969,174,2023,Q1,24384.97385335153
1970,174,2023,Q1,49759.66592593109
1980,175,2023,Q1,32305.87736890236
1981,175,2023,Q1,49359.25728352247
1982,175,2023,Q1,22715.874579463976
1992,176,2023,Q1,20117.06033
1993,176,2023,Q1,23870.28764589083
1994,176,2023,Q1,44398.84524902524
2004,177,2023,Q1,20389.222202195102
2005,177,2023,Q1,19827.281243927064
2006,177,2023,Q1,25219.06953801347
2016,178,2023,Q1,22281.578850573598
2017,178,2023,Q1,20222.497631245595
2018,178,2023,Q1,33674.5903
2028,179,2023,Q1,29562.597525981208
2029,179,2023,Q1,28692.278194750164
2030,179,2023,Q1,38536.350483501235
2040,180,2023,Q1,48563.908422826644
2041,180,2023,Q1,34364.91645613947
2042,180,2023,Q1,25280.131063620494
2052,181,2023,Q1,37102.04980199052
2053,181,2023,Q1,27308.047366215324
2054,181,2023,Q1,48753.56831811485
2064,182,2023,Q1,43405.14216358849
2065,182,2023,Q1,38200.615305931744
2066,182,2023,Q1,40068.21851387829
2076,183,2023,Q1,30637.606487166377
2077,183,2023,Q1,44762.30715657841
2078,183,2023,Q1,15309.926423253732
2088,184,2023,Q1,24645.80199276107
2089,184,2023,Q1,23251.124454863922
2090,184,2023,Q1,25562.25199465818
2100,185,2023,Q1,16693.19870605637
2101,185,2023,Q1,10528.221669378723
2102,185,2023,Q1,15941.609334453911
2112,186,2023,Q1,20992.08384797954
2113,186,2023,Q1,35308.372092354715
2114,186,2023,Q1,27837.472
2124,187,2023,Q1,36357.09031103001
2125,187,2023,Q1,33618.88776403186
2126,187,2023,Q1,18928.32565328138
2136,188,2023,Q1,42564.61231341683
2137,188,2023,Q1,11625.29145272948
2138,188,2023,Q1,14102.268459219442
2148,189,2023,Q1,37587.85668505207
2149,189,2023,Q1,32850.06502521137
2150,189,2023,Q1,21668.12512164891
2160,190,2023,Q1,27743.89023359423
2161,190,2023,Q1,35940.167565010706
2162,190,2023,Q1,20495.537428809224
2172,191,2023,Q1,45730.885331592704
2173,191,2023,Q1,43967.44880970983
2174,191,2023,Q1,47623.74806120682
2184,192,2023,Q1,49424.27372
2185,192,2023,Q1,14250.885259966144
2186,192,2023,Q1,33647.15811292498
2196,193,2023,Q1,12250.462948409475
2197,193,2023,Q1,23370.965859988806
2198,193,2023,Q1,21672.63735287144
2208,194,2023,Q1,46284.525541161194
2209,194,2023,Q1,34512.10871220334
2210,194,2023,Q1,40018.65006236153
2220,195,2023,Q1,45637.01055075676
2221,195,2023,Q1,25725.391577086135
2222,195,2023,Q1,14881.919391531539
2232,196,2023,Q1,14950.949594237678
2233,196,2023,Q1,26302.543578109937
2234,196,2023,Q1,37010.50434583567
2244,197,2023,Q1,48998.70921
2245,197,2023,Q1,38458.161270314085
2246,197,2023,Q1,12927.024618450028
2256,198,2023,Q1,41242.134681068565
2257,198,2023,Q1,17989.28676438066
2258,198,2023,Q1,38585.027575266766
2268,199,2023,Q1,14071.379936743464
2269,199,2023,Q1,22695.95311411636
2270,199,2023,Q1,44603.159248975484
2280,200,2023,Q1,47888.777976995814
2281,200,2023,Q1,34316.48468138342
2282,200,2023,Q1,13995.752864427446
2292,201,2023,Q1,16939.119334994528
2293,201,2023,Q1,34582.60272937677
2294,201,2023,Q1,34284.25150560817
2304,202,2023,Q1,10817.166746243156
2305,202,2023,Q1,20660.168998973706
2306,202,2023,Q1,14914.196746316418
2316,203,2023,Q1,11344.296277271718
2317,203,2023,Q1,31974.312007110842
2318,203,2023,Q1,12964.434531058421
2328,204,2023,Q1,37501.66737
2329,204,2023,Q1,35376.63472102855
2330,204,2023,Q1,36600.78564
2340,205,2023,Q1,37281.07449940739
2341,205,2023,Q1,23913.917600830093
2342,205,2023,Q1,30017.465281155248
2352,206,2023,Q1,33294.982001362994
2353,206,2023,Q1,39658.44111870853
2354,206,2023,Q1,42405.99917113449
2364,207,2023,Q1,42399.58342
2365,207,2023,Q1,16417.87901482297
2366,207,2023,Q1,26753.70622612228
2376,208,2023,Q1,39956.21054331107
2377,208,2023,Q1,40916.407784583345
2378,208,2023,Q1,23152.548325364856
2388,209,2023,Q1,32721.163972167327
2389,209,2023,Q1,33633.29431230875
2390,209,2023,Q1,34196.40163999165
2400,210,2023,Q1,34530.49956923771
2401,210,2023,Q1,24787.42978338983
2402,210,2023,Q1,48496.48333262625
2412,211,2023,Q1,30464.47486972772
2413,211,2023,Q1,17082.51875931577
2414,211,2023,Q1,13667.468852463518
2424,212,2023,Q1,36995.30427822519
2425,212,2023,Q1,17928.819235497318
2426,212,2023,Q1,29785.40238548805
2436,213,2023,Q1,35139.18300674569
2437,213,2023,Q1,12351.403857552068
2438,213,2023,Q1,30937.867819587365
2448,214,2023,Q1,48309.48224701832
2449,214,2023,Q1,13202.924495317504
2450,214,2023,Q1,23666.125032512755
2460,215,2023,Q1,36127.59101566014
2461,215,2023,Q1,45606.03456468995
2462,215,2023,Q1,23689.868229826327
2472,216,2023,Q1,45801.76378
2473,216,2023,Q1,17274.24248284031
2474,216,2023,Q1,26114.198108048637
2484,217,2023,Q1,22015.60957393798
2485,217,2023,Q1,17464.819187537425
2486,217,2023,Q1,24872.938108177732
2496,218,2023,Q1,21758.82842765636
2497,218,2023,Q1,32821.88899
2498,218,2023,Q1,40612.19572884487
2508,219,2023,Q1,20529.19127442856
2509,219,2023,Q1,10208.977964180787
2510,219,2023,Q1,13919.105191273196
2520,220,2023,Q1,18184.77249160956
2521,220,2023,Q1,12818.105085884785
2522,220,2023,Q1,16033.25529386909
2532,221,2023,Q1,35062.35628203181
2533,221,2023,Q1,11605.020815514205
2534,221,2023,Q1,20073.85097068575
2544,222,2023,Q1,45683.821188589325
2545,222,2023,Q1,33876.22309936801
2546,222,2023,Q1,41791.086198362456
2556,223,2023,Q1,15546.544492128192
2557,223,2023,Q1,42862.52050698905
2558,223,2023,Q1,23596.902959836392
2568,224,2023,Q1,38569.97011080704
2569,224,2023,Q1,22522.080068210682
2570,224,2023,Q1,20383.031178559428
2580,225,2023,Q1,23961.02981393002
2581,225,2023,Q1,18563.928339368438
2582,225,2023,Q1,34630.49970335208
2592,230,2023,Q1,21236.745546720034
2593,230,2023,Q1,11665.050768360015
2594,230,2023,Q1,29522.392702373712
2604,231,2023,Q1,25762.990195749197
2605,231,2023,Q1,29444.02789059853
2606,231,2023,Q1,16558.40882530465
2616,232,2023,Q1,34569.89759
2617,232,2023,Q1,32857.45444794355
2618,232,2023,Q1,25206.48199345896
2628,233,2023,Q1,34544.400543136704
2629,233,2023,Q1,26921.20854883465
2630,233,2023,Q1,12182.657798375098
2640,234,2023,Q1,19218.030839312843
2641,234,2023,Q1,21899.608780167582
2642,234,2023,Q1,15013.736603608377
2652,235,2023,Q1,30142.335926705622
2653,235,2023,Q1,36018.15307855983
2654,235,2023,Q1,35788.12402349957
2664,236,2023,Q1,22384.853568519728
2665,236,2023,Q1,35441.07849491104
2666,236,2023,Q1,32586.15287035292
2676,237,2023,Q1,22703.897097834593
2677,237,2023,Q1,37460.24963442839
2678,237,2023,Q1,13143.83247
2688,239,2023,Q1,28337.842080237795
2689,239,2023,Q1,33455.30862291879
2690,239,2023,Q1,12660.899593149374
2700,240,2023,Q1,30052.689774403363
2701,240,2023,Q1,26426.66629987083
2702,240,2023,Q1,28053.999201462586
2712,241,2023,Q1,14675.110451766886
2713,241,2023,Q1,10262.504775136866
2714,241,2023,Q1,35091.47489
2724,243,2023,Q1,23613.768801100567
2725,243,2023,Q1,15057.746242122892
2726,243,2023,Q1,10307.096971975214
2736,244,2023,Q1,30923.64126601367
2737,244,2023,Q1,11070.184613211724
2738,244,2023,Q1,35349.83813927146
2748,245,2023,Q1,37108.05606985909
2749,245,2023,Q1,35981.61533702884
2750,245,2023,Q1,13726.564373616904
2760,246,2023,Q1,18435.530918033954
2761,246,2023,Q1,15583.171728119818
2762,246,2023,Q1,31435.268732060747
2772,247,2023,Q1,24085.882312392336
2773,247,2023,Q1,19307.066497116026
2774,247,2023,Q1,24055.90180325073
2784,248,2023,Q1,37543.487199876705
2785,248,2023,Q1,17236.509078117673
2786,248,2023,Q1,42352.706931847715
2796,249,2023,Q1,43958.655526376155
2797,249,2023,Q1,28250.844917128343
2798,249,2023,Q1,27194.941537849816
2808,250,2023,Q1,28996.466176208138
2809,250,2023,Q1,36487.40469086857
2810,250,2023,Q1,29780.78350234896
2820,251,2023,Q1,23274.656796234427
2821,251,2023,Q1,28882.686865158754
2822,251,2023,Q1,44528.05381944423
2832,253,2023,Q1,29698.476301109928
2833,253,2023,Q1,31592.121971936376
2834,253,2023,Q1,25413.872626578606
2844,254,2023,Q1,19246.877675002394
2845,254,2023,Q1,39421.14171575787
